iter	RMSE
169	16.24353728
170	16.24198473
171	16.23942643
172	16.23656817
173	16.23476042
174	16.23232539
175	16.23045107
176	16.22958157
177	16.22906299
178	16.22550895
179	16.22331085
180	16.22288012
181	16.22176545
182	16.22090274
183	16.21788204
184	16.21531727
185	16.21344359
186	16.2118227
187	16.21004444
188	16.20817452
189	16.20628411
190	16.20405604
191	16.20247682
192	16.20076012
193	16.19834244
194	16.19662457
195	16.19591722
196	16.19434757
197	16.19239645
198	16.19170485
199	16.18960479
200	16.18725606
201	16.1855828
202	16.18444179
203	16.18253265
204	16.18108705
205	16.17918766
206	16.17829082
207	16.17702011
208	16.17593352
209	16.17360112
210	16.17157451
211	16.17060357
212	16.16906206
213	16.16857214
214	16.16809435
215	16.1669986
216	16.16507508
217	16.16286569
218	16.15869467
219	16.1568146
220	16.15508436
221	16.15319129
222	16.15200744
223	16.15124192
224	16.14975717
225	16.14888779
226	16.14807312
227	16.14616116
228	16.1456648
229	16.14417709
230	16.14283839
231	16.14068947
232	16.13827847
233	16.13723859
234	16.13609924
235	16.13442727
236	16.13335036
237	16.13169112
238	16.12953737
239	16.12696882
240	16.12523615
241	16.1231608
242	16.12090488
243	16.1195227
244	16.11845491
245	16.11566749
246	16.11489111
247	16.11337544
248	16.11190042
249	16.11058653
250	16.10928932
251	16.10843516
252	16.10728387
253	16.10570797
254	16.10393993
255	16.1019456
256	16.10059906
257	16.09970421
258	16.09723829
259	16.09490015
260	16.09229387
261	16.09152074
262	16.09049784
263	16.08894226
264	16.08767497
265	16.08720063
266	16.08548369
267	16.08424315
268	16.08234414
269	16.08145246
270	16.07892695
271	16.07692191
272	16.07523378
273	16.07413004
274	16.07262245
275	16.07050588
276	16.068047
277	16.06691609
278	16.06641743
279	16.06521271
280	16.06475551
281	16.06275905
282	16.06149903
283	16.06031789
284	16.05847307
285	16.05803285
286	16.05627508
287	16.05386502
288	16.05033026
289	16.04989817
290	16.0484615
291	16.04716596
292	16.04579862
293	16.04376963
294	16.04170424
295	16.03980642
296	16.03787499
297	16.03377796
298	16.03235273
299	16.03054857
300	16.02953849
301	16.02844088
302	16.02635154
303	16.02304048
304	16.02183474
305	16.0176307
306	16.0164016
307	16.01467263
308	16.01216168
309	16.00974036
310	16.00873595
311	16.00715673
312	16.00553157
313	16.00138374
314	16.00064235
315	15.99963493
316	15.99692883
317	15.99317246
318	15.99085118
319	15.98857916
320	15.98645735
321	15.98554285
322	15.98363753
323	15.98149517
324	15.97915284
325	15.9769596
326	15.97603878
327	15.97292049
328	15.97041036
329	15.96766412
330	15.96657341
331	15.964408
332	15.96241982
333	15.9611821
334	15.95978855
335	15.95765663
336	15.95532357
337	15.952123
338	15.9495141
339	15.9464858
340	15.9455043
341	15.94258995
342	15.9405967
343	15.9379045
344	15.93562207
345	15.93346073
346	15.93181441
347	15.93023258
348	15.92804405
349	15.92458927
350	15.92283988
351	15.92056373
352	15.9175671
353	15.91518086
354	15.914084
355	15.91019999
356	15.90909196
357	15.90780563
358	15.90709764
359	15.90371111
360	15.90282962
361	15.90168361
362	15.89942118
363	15.89592933
364	15.89522714
365	15.89412316
366	15.89304151
367	15.89056536
368	15.88901834
369	15.88722843
370	15.88539686
371	15.88342026
372	15.88249784
373	15.88139054
374	15.87954446
375	15.87765148
376	15.87630506
377	15.87464326
378	15.87179363
379	15.86958273
380	15.86774552
381	15.86700414
382	15.86627311
383	15.86476182
384	15.8625622
385	15.86085373
386	15.85908624
387	15.8571374
388	15.85540569
389	15.85465194
390	15.85386346
391	15.85253176
392	15.85018316
393	15.84686421
394	15.84450989
395	15.84161305
396	15.84069882
397	15.83934697
398	15.83769717
399	15.83630122
400	15.83394942
401	15.832524
402	15.83076511
403	15.82954489
404	15.82874083
405	15.82693951
406	15.82561683
407	15.82459225
408	15.82193096
409	15.82039038
410	15.81802895
411	15.8163795
412	15.81372875
413	15.8115161
414	15.81028417
415	15.80930928
416	15.80792693
417	15.80516762
418	15.80334402
419	15.80204163
420	15.79993704
421	15.79806978
422	15.79645126
423	15.79424635
424	15.79231777
425	15.79028607
426	15.78776797
427	15.78610153
428	15.78486856
429	15.78386633
430	15.78123181
431	15.77970522
432	15.77847832
433	15.77611573
434	15.77520792
435	15.77361113
436	15.77141718
437	15.76911505
438	15.76650766
439	15.76580398
440	15.76494528
441	15.76323136
442	15.76174377
443	15.7597782
444	15.75837684
445	15.75690499
446	15.7541761
447	15.7519528
448	15.75026442
449	15.74894786
450	15.74656434
451	15.74449997
452	15.74295254
453	15.74189197
454	15.74076545
455	15.73972795
456	15.73850494
457	15.73656059
458	15.73497366
459	15.73330962
460	15.73168761
461	15.73044042
462	15.72916025
463	15.72767991
464	15.72631943
465	15.72501217
466	15.72297774
467	15.72109145
468	15.7201883
469	15.71861318
470	15.71795916
471	15.71619888
472	15.71497422
473	15.71334416
474	15.71098443
475	15.70947972
476	15.7078246
477	15.70631285
478	15.70550935
479	15.7040914
480	15.70279488
481	15.70133356
482	15.70056562
483	15.69826194
484	15.69733944
485	15.69631016
486	15.69557422
487	15.69442158
488	15.69326674
489	15.6918604
490	15.68996404
491	15.6889975
492	15.68830334
493	15.68717754
494	15.68585687
495	15.68360412
496	15.68235548
497	15.68131459
498	15.68039001
499	15.67879157
